,county,state,population,dc,obs_dr,pred_dr,pred_dc,pred_dr_err_low,pred_dr_err_upp,pred_dc_err_low,pred_dc_err_upp
2575,Gillespie,TX,17204,5.0,2.906300860265054,4.06257e-05,7.0,2.72294e-05,5.374e-05,3.0,12.0
2576,Glasscock,TX,1447,0.0,0.0,4.42546e-05,0.0,2.8569e-05,6.14055e-05,0.0,2.0
2577,Goliad,TX,5980,2.0,3.3444816053511706,4.4008e-05,2.0,2.81013e-05,5.91482e-05,0.0,5.0
2578,Gonzales,TX,17205,13.0,7.555943039814007,5.457015e-05,9.0,3.91822e-05,7.02352e-05,3.0,14.0
2579,Gray,TX,23967,1.0,0.417240372178412,3.06e-05,7.0,2.01321e-05,4.24809e-05,2.0,12.0
2580,Grayson,TX,95021,18.0,1.8943180981046297,2.701885e-05,26.0,1.94166e-05,3.42688e-05,15.0,36.0
2581,Gregg,TX,104948,18.0,1.7151351145329117,2.53146e-05,26.0,1.90435e-05,3.25334e-05,15.0,37.0
2582,Grimes,TX,18828,6.0,3.1867431485022304,4.1317500000000005e-05,8.0,2.75809e-05,5.40726e-05,2.0,12.0
2583,Guadalupe,TX,64873,13.0,2.003915342284156,3.0117e-05,19.0,2.06685e-05,3.82775e-05,10.0,28.0
2584,Hale,TX,34671,11.0,3.1726803380346693,3.92339e-05,13.0,2.83845e-05,5.16884e-05,6.0,20.0
2585,Hall,TX,3905,1.0,2.560819462227913,4.4395900000000006e-05,2.0,2.8116e-05,6.01945e-05,0.0,4.0
2586,Hamilton,TX,7733,4.0,5.17263675158412,4.66743e-05,3.0,3.02753e-05,6.16418e-05,0.0,6.0
2587,Hansford,TX,5848,3.0,5.1299589603283176,4.5904149999999997e-05,3.0,3.03416e-05,6.25609e-05,0.0,5.0
2588,Hardeman,TX,5283,3.0,5.6785917092561045,4.760785e-05,2.0,3.18026e-05,6.50392e-05,0.0,5.0
2589,Hardin,TX,41320,13.0,3.146176185866409,3.8736400000000004e-05,16.0,2.79058e-05,4.99119e-05,7.0,23.0
2590,Harris,TX,2818199,321.0,1.139025313684378,1.19033e-05,335.0,1.0829e-05,1.30209e-05,292.0,377.0
2591,Harrison,TX,57483,10.0,1.7396447645390811,2.942225e-05,17.0,2.10562e-05,3.84704e-05,9.0,25.0
2592,Hartley,TX,3634,1.0,2.75178866263071,4.451595e-05,1.0,2.90679e-05,6.18689e-05,0.0,3.0
2593,Haskell,TX,6820,4.0,5.865102639296188,4.731735e-05,3.0,3.12054e-05,6.32262e-05,0.0,6.0
2594,Hays,TX,65614,5.0,0.7620324930655042,2.2624050000000002e-05,15.0,1.56181e-05,3.01044e-05,7.0,22.0
2595,Hemphill,TX,3720,0.0,0.0,4.1820050000000006e-05,1.0,2.56426e-05,5.75263e-05,0.0,3.0
2596,Henderson,TX,58543,13.0,2.220589993679859,3.2471399999999995e-05,19.0,2.35882e-05,4.21689e-05,9.0,27.0
2597,Hidalgo,TX,383545,34.0,0.886467037766103,1.2561e-05,48.0,9.68416e-06,1.52993e-05,33.0,64.0
2598,Hill,TX,27146,9.0,3.3154055846165185,4.07041e-05,11.0,2.83163e-05,5.29663e-05,5.0,17.0
2599,Hockley,TX,24199,2.0,0.826480433075747,3.222255e-05,8.0,2.08907e-05,4.31763e-05,3.0,13.0
2600,Hood,TX,28981,3.0,1.035160967530451,3.14076e-05,9.0,2.06424e-05,4.15823e-05,4.0,15.0
2601,Hopkins,TX,28833,9.0,3.1214233690562896,3.9673500000000006e-05,11.0,2.85668e-05,5.1987e-05,4.0,17.0
2602,Houston,TX,21375,6.0,2.807017543859649,3.992005e-05,8.0,2.78683e-05,5.28341e-05,4.0,14.0
2603,Howard,TX,32343,6.0,1.8551154809386885,3.39038e-05,11.0,2.28893e-05,4.43403e-05,5.0,17.0
2604,Hudspeth,TX,2915,0.0,0.0,4.31962e-05,1.0,2.79524e-05,5.96054e-05,0.0,3.0
2605,Hunt,TX,64343,7.0,1.0879194317952223,2.4536599999999998e-05,16.0,1.67019e-05,3.25966e-05,7.0,23.0
2606,Hutchinson,TX,25689,10.0,3.892716727003776,4.29918e-05,11.0,3.04341e-05,5.56242e-05,5.0,17.0
2607,Irion,TX,1629,0.0,0.0,4.42197e-05,1.0,2.78885e-05,6.18599e-05,0.0,2.0
2608,Jack,TX,6981,0.0,0.0,3.9207550000000004e-05,3.0,2.53788e-05,5.49563e-05,0.0,5.0
2609,Jackson,TX,13039,5.0,3.8346498964644526,4.38763e-05,6.0,2.91463e-05,5.78083e-05,2.0,10.0
2610,Jasper,TX,31102,8.0,2.572181853257025,3.734575e-05,11.0,2.66393e-05,4.96507e-05,5.0,18.0
2611,Jeff davis,TX,1946,0.0,0.0,4.390125e-05,1.0,2.80006e-05,6.12376e-05,0.0,2.0
2612,Jefferson,TX,239397,57.0,2.380982217822279,2.70858e-05,65.0,2.22553e-05,3.24302e-05,48.0,83.0
2613,Jim hogg,TX,5109,0.0,0.0,4.071825e-05,2.0,2.62437e-05,5.74306e-05,0.0,4.0
2614,Jim wells,TX,37679,0.0,0.0,2.4462650000000002e-05,9.0,1.56582e-05,3.33683e-05,2.0,14.0
2615,Johnson,TX,97165,15.0,1.5437657592754594,2.45318e-05,24.0,1.80565e-05,3.15727e-05,12.0,33.0
2616,Jones,TX,16490,6.0,3.6385688295936927,4.28566e-05,7.0,2.90384e-05,5.76924e-05,3.0,12.0
2617,Karnes,TX,12455,2.0,1.6057808109193097,3.9179149999999996e-05,5.0,2.5981e-05,5.46491e-05,1.0,8.0
2618,Kaufman,TX,52220,5.0,0.9574875526618154,2.58028e-05,13.0,1.74982e-05,3.43804e-05,5.0,20.0
2619,Kendall,TX,14589,1.0,0.6854479402289396,3.6136599999999996e-05,5.0,2.3667e-05,4.96719e-05,1.0,9.0
2620,Kenedy,TX,460,0.0,0.0,4.515e-05,0.0,2.7924e-05,6.19498e-05,0.0,1.0
2621,Kent,TX,1010,1.0,9.9009900990099,4.709785e-05,0.0,3.1291e-05,6.49004e-05,0.0,1.0
2622,Kerr,TX,36304,11.0,3.0299691494050243,3.818285e-05,14.0,2.77134e-05,4.97149e-05,7.0,21.0
2623,Kimble,TX,4122,2.0,4.852013585638041,4.59567e-05,2.0,3.03776e-05,6.28147e-05,0.0,4.0
2624,King,TX,354,0.0,0.0,4.5247700000000004e-05,0.0,2.78917e-05,6.12733e-05,0.0,1.0
2625,Kinney,TX,3119,0.0,0.0,4.27074e-05,1.0,2.7082e-05,5.87159e-05,0.0,3.0
2626,Kleberg,TX,30274,6.0,1.9818986589152408,3.45251e-05,10.0,2.3937e-05,4.58195e-05,4.0,16.0
2627,Knox,TX,4837,3.0,6.202191440975811,4.7042250000000005e-05,2.0,3.19139e-05,6.44586e-05,0.0,4.0
2628,La salle,TX,5254,0.0,0.0,4.069085e-05,2.0,2.5511e-05,5.60704e-05,0.0,4.0
2629,Lamar,TX,43949,14.0,3.185510478054108,3.86657e-05,17.0,2.81482e-05,4.95334e-05,8.0,24.0
2630,Lamb,TX,15072,3.0,1.9904458598726116,3.863175e-05,6.0,2.55884e-05,5.19307e-05,2.0,10.0
2631,Lampasas,TX,13521,4.0,2.9583610679683456,4.1393699999999996e-05,5.0,2.76878e-05,5.58643e-05,2.0,10.0
2632,Lavaca,TX,18690,8.0,4.280363830925629,4.445785e-05,8.0,3.10769e-05,5.827e-05,3.0,13.0
2633,Lee,TX,12854,4.0,3.111871790882216,4.231835e-05,5.0,2.86546e-05,5.64583e-05,1.0,9.0
2634,Leon,TX,12665,4.0,3.158310303987367,4.271135e-05,5.0,2.94345e-05,5.79119e-05,1.0,9.0
2635,Liberty,TX,52726,14.0,2.6552365057087584,3.48361e-05,18.0,2.51873e-05,4.52269e-05,10.0,27.0
2636,Limestone,TX,20946,5.0,2.387090613959706,3.83896e-05,8.0,2.62092e-05,5.25152e-05,2.0,13.0
2637,Lipscomb,TX,3143,1.0,3.1816735602927144,4.50183e-05,1.0,2.92978e-05,6.19946e-05,0.0,3.0
2638,Live oak,TX,9556,0.0,0.0,3.737025e-05,3.0,2.35035e-05,5.19115e-05,0.0,6.0
2639,Llano,TX,11631,7.0,6.018399105837847,4.9028950000000004e-05,6.0,3.35186e-05,6.46084e-05,2.0,10.0
2640,Loving,TX,107,0.0,0.0,4.57763e-05,0.0,2.85056e-05,6.23962e-05,0.0,0.0
2641,Lubbock,TX,222636,36.0,1.6169891661725866,2.10647e-05,47.0,1.61986e-05,2.55876e-05,30.0,61.0
2642,Lynn,TX,6758,1.0,1.479727730097662,4.1500799999999994e-05,3.0,2.66132e-05,5.6295e-05,0.0,5.0
2643,Madison,TX,10931,2.0,1.8296587686396488,4.025845e-05,4.0,2.71612e-05,5.59118e-05,1.0,8.0
2644,Marion,TX,9984,3.0,3.004807692307692,4.28881e-05,4.0,2.79462e-05,5.81931e-05,0.0,7.0
2645,Martin,TX,4956,0.0,0.0,4.101305e-05,2.0,2.6462e-05,5.69097e-05,0.0,4.0
2646,Mason,TX,3423,3.0,8.76424189307625,4.8518500000000007e-05,1.0,3.17999e-05,6.44973e-05,0.0,4.0
2647,Matagorda,TX,36928,10.0,2.7079722703639515,3.7204249999999995e-05,14.0,2.68109e-05,4.95344e-05,6.0,20.0
2648,Maverick,TX,36378,3.0,0.8246742536698004,2.848705e-05,10.0,1.9443e-05,3.89764e-05,4.0,16.0
2649,Mcculloch,TX,8778,0.0,0.0,3.81968e-05,3.0,2.50971e-05,5.40008e-05,0.0,6.0
2650,Mclennan,TX,189123,0.0,0.0,8.41099e-06,16.0,5.46277e-06,1.14426e-05,7.0,24.0
2651,Mcmullen,TX,817,0.0,0.0,4.482665e-05,0.0,2.78826e-05,6.15731e-05,0.0,1.0
2652,Medina,TX,27312,4.0,1.4645577035735209,3.337175e-05,9.0,2.19917e-05,4.4213e-05,3.0,14.0
2653,Menard,TX,2252,0.0,0.0,4.32547e-05,1.0,2.70379e-05,5.85194e-05,0.0,2.0
2654,Midland,TX,106611,16.0,1.5007832212435863,2.34706e-05,25.0,1.72907e-05,3.06721e-05,14.0,35.0
2655,Milam,TX,22946,10.0,4.358058049333217,4.478885e-05,10.0,3.2103e-05,5.83041e-05,4.0,16.0
2656,Mills,TX,4531,4.0,8.828073273008167,4.994155e-05,2.0,3.33152e-05,6.8082e-05,0.0,4.0
2657,Mitchell,TX,8016,4.0,4.990019960079841,4.64088e-05,4.0,3.17826e-05,6.3183e-05,1.0,7.0
2658,Montague,TX,17274,4.0,2.315618849137432,3.8790650000000004e-05,7.0,2.72629e-05,5.27451e-05,2.0,11.0
2659,Montgomery,TX,182201,15.0,0.8232666121481221,1.525195e-05,28.0,1.118e-05,1.99441e-05,16.0,39.0
2660,Moore,TX,17865,3.0,1.6792611251049536,3.7052749999999995e-05,6.0,2.4083e-05,4.98524e-05,2.0,11.0
2661,Morris,TX,13200,1.0,0.7575757575757577,3.720235e-05,5.0,2.45837e-05,5.15844e-05,0.0,8.0
2662,Motley,TX,1532,1.0,6.527415143603133,4.605365e-05,1.0,2.95536e-05,6.29812e-05,0.0,2.0
2663,Nacogdoches,TX,54753,11.0,2.009022336675616,3.143245e-05,17.0,2.21813e-05,4.07714e-05,8.0,25.0
2664,Navarro,TX,39926,12.0,3.005560286530081,3.79436e-05,15.0,2.61788e-05,4.82996e-05,7.0,22.0
2665,Newton,TX,13569,3.0,2.2109219544550074,3.971015e-05,5.0,2.68935e-05,5.42237e-05,1.0,9.0
2666,Nolan,TX,16594,8.0,4.821019645655056,4.625175e-05,7.5,3.2994e-05,6.2341e-05,2.0,12.0
2667,Nueces,TX,291145,51.0,1.7517044771505608,2.11158e-05,61.0,1.70525e-05,2.53781e-05,43.0,78.0
2668,Ochiltree,TX,9128,0.0,0.0,3.750165e-05,3.0,2.37239e-05,5.21589e-05,0.0,6.0
2669,Oldham,TX,2278,0.0,0.0,4.35697e-05,1.0,2.70295e-05,5.97467e-05,0.0,2.0
2670,Orange,TX,80509,8.0,0.9936777254716864,2.22902e-05,18.0,1.56846e-05,2.95455e-05,9.0,26.0
2671,Palo pinto,TX,25055,0.0,0.0,2.8566650000000002e-05,7.0,1.91281e-05,4.00621e-05,2.0,12.0
2672,Panola,TX,22035,5.0,2.269117313365101,3.765415e-05,8.0,2.59578e-05,5.00644e-05,3.0,13.0
2673,Parker,TX,64785,7.0,1.0804970286331712,2.4756550000000003e-05,16.0,1.72716e-05,3.29946e-05,8.0,24.0
2674,Parmer,TX,9863,0.0,0.0,3.677375e-05,3.0,2.28274e-05,5.10169e-05,1.0,7.0
2675,Pecos,TX,14675,0.0,0.0,3.38787e-05,5.0,2.27143e-05,4.75256e-05,0.0,8.0
2676,Polk,TX,30687,9.0,2.9328380095806046,3.84802e-05,12.0,2.73457e-05,4.97694e-05,5.0,18.0
2677,Potter,TX,97874,22.0,2.247787972290905,2.940025e-05,29.0,2.24483e-05,3.74706e-05,16.0,39.0
2678,Presidio,TX,6637,0.0,0.0,3.950235e-05,2.0,2.5472e-05,5.48498e-05,0.0,5.0
2679,Rains,TX,6715,2.0,2.978406552494416,4.386075e-05,3.0,2.86027e-05,5.96984e-05,0.0,6.0
2680,Randall,TX,89673,20.0,2.230325739074192,2.9884249999999998e-05,27.0,2.26049e-05,3.79547e-05,16.0,37.0
2681,Reagan,TX,4514,0.0,0.0,4.08051e-05,2.0,2.66766e-05,5.64959e-05,0.0,4.0
2682,Real,TX,2412,1.0,4.1459369817578775,4.5783950000000004e-05,1.0,3.01231e-05,6.36684e-05,0.0,3.0
2683,Red river,TX,14317,0.0,0.0,3.44678e-05,5.0,2.18579e-05,4.72963e-05,0.0,8.0
2684,Reeves,TX,15852,3.0,1.8925056775170328,3.836215e-05,6.0,2.59734e-05,5.2393e-05,2.0,10.0
2685,Refugio,TX,7976,1.0,1.2537612838515548,4.079945e-05,3.0,2.67093e-05,5.69106e-05,0.0,6.0
2686,Roberts,TX,1025,0.0,0.0,4.427065e-05,0.0,2.90004e-05,6.20955e-05,0.0,1.0
2687,Robertson,TX,15511,5.0,3.223518793114564,4.21487e-05,6.0,2.88446e-05,5.66822e-05,2.0,11.0
2688,Rockwall,TX,25604,1.0,0.3905639743790033,2.9829200000000002e-05,8.0,1.96076e-05,4.07796e-05,2.0,12.0
2689,Runnels,TX,11294,5.0,4.427129449265096,4.516405e-05,5.0,3.20425e-05,6.25169e-05,2.0,9.0
2690,Rusk,TX,43735,9.0,2.057848405167486,3.28649e-05,14.0,2.27013e-05,4.37003e-05,6.0,21.0
2691,Sabine,TX,9586,1.0,1.043187982474442,3.926395e-05,4.0,2.5426e-05,5.39189e-05,1.0,7.0
2692,San augustine,TX,7999,0.0,0.0,3.87946e-05,3.0,2.43461e-05,5.27316e-05,0.0,6.0
2693,San jacinto,TX,16372,0.0,0.0,3.3255049999999996e-05,5.0,2.11007e-05,4.59021e-05,1.0,9.0
2694,San patricio,TX,58749,0.0,0.0,1.939975e-05,11.0,1.23763e-05,2.59835e-05,5.0,18.0
2695,San saba,TX,5401,0.0,0.0,4.0736549999999995e-05,2.0,2.62893e-05,5.69407e-05,0.0,4.0
2696,Schleicher,TX,2990,1.0,3.3444816053511706,4.456575e-05,1.0,2.9275e-05,6.23293e-05,0.0,3.0
2697,Scurry,TX,18634,9.0,4.829880862938714,4.619365e-05,9.0,3.17538e-05,6.01435e-05,2.0,13.0
2698,Shackelford,TX,3316,3.0,9.04704463208685,4.878625e-05,1.0,3.29191e-05,6.64551e-05,0.0,3.0
2699,Shelby,TX,22034,5.0,2.2692202959063263,3.78088e-05,8.0,2.66076e-05,5.16383e-05,2.0,13.0
2700,Sherman,TX,2858,0.0,0.0,4.29705e-05,1.0,2.76284e-05,6.01016e-05,0.0,3.0
2701,Smith,TX,151309,16.0,1.0574387511648349,1.827605e-05,27.0,1.31692e-05,2.36226e-05,15.0,38.0
2702,Somervell,TX,5360,1.0,1.8656716417910448,4.2681999999999996e-05,2.0,2.68991e-05,5.80584e-05,0.0,5.0
2703,Starr,TX,40518,4.0,0.9872155585172022,2.8194e-05,11.0,1.98444e-05,3.79463e-05,4.0,17.0
2704,Stephens,TX,9010,2.0,2.2197558268590454,4.122945e-05,4.0,2.7769e-05,5.70629e-05,1.0,7.0
2705,Sterling,TX,1438,0.0,0.0,4.37653e-05,0.0,2.78258e-05,6.06259e-05,0.0,2.0
2706,Stonewall,TX,2013,0.0,0.0,4.3748849999999994e-05,1.0,2.64208e-05,5.90462e-05,0.0,2.0
2707,Sutton,TX,4135,0.0,0.0,4.148915e-05,2.0,2.60333e-05,5.60018e-05,0.0,4.0
2708,Swisher,TX,8133,1.0,1.2295585884667406,4.0557749999999996e-05,3.0,2.56174e-05,5.56364e-05,0.0,6.0
2709,Tarrant,TX,1170103,203.0,1.7348900054097802,1.83127e-05,214.0,1.6484e-05,2.05409e-05,179.0,245.0
2710,Taylor,TX,119655,26.0,2.1729137938239105,2.805475e-05,33.0,2.12289e-05,3.48917e-05,22.0,46.0
2711,Terrell,TX,1410,0.0,0.0,4.4005900000000005e-05,0.0,2.72485e-05,5.94535e-05,0.0,2.0
2712,Terry,TX,13218,1.0,0.7565441065214102,3.6584e-05,5.0,2.39054e-05,5.00317e-05,0.0,8.0
2713,Throckmorton,TX,1880,0.0,0.0,4.37708e-05,1.0,2.88804e-05,6.24079e-05,0.0,2.0
2714,Titus,TX,24009,6.0,2.4990628514307134,3.81202e-05,9.0,2.64975e-05,5.09075e-05,3.0,14.0
2715,Tom green,TX,98458,0.0,0.0,1.390895e-05,14.0,9.05399e-06,1.94117e-05,5.0,21.0
2716,Travis,TX,576407,74.0,1.2838150820513976,1.507865e-05,87.0,1.26763e-05,1.78061e-05,64.0,107.0
2717,Trinity,TX,11445,2.0,1.7474879860200965,3.96498e-05,4.0,2.5569e-05,5.41214e-05,1.0,8.0
2718,Tyler,TX,16646,4.0,2.402979694821579,3.949205e-05,6.0,2.64581e-05,5.36632e-05,2.0,11.0
2719,Upshur,TX,31370,7.0,2.231431303793433,3.546425e-05,11.0,2.41652e-05,4.61156e-05,5.0,17.0
2720,Upton,TX,4447,1.0,2.24870699347875,4.360105e-05,2.0,2.73863e-05,5.84749e-05,0.0,4.0
2721,Uvalde,TX,23340,2.0,0.856898029134533,3.26841e-05,8.0,2.09668e-05,4.40651e-05,3.0,13.0
2722,Val verde,TX,38721,0.0,0.0,2.40806e-05,9.0,1.54787e-05,3.28785e-05,3.0,15.0
2723,Van zandt,TX,37944,0.0,0.0,2.40973e-05,9.0,1.56414e-05,3.3264e-05,2.0,14.0
2724,Victoria,TX,74361,17.0,2.2861446188190047,3.11997e-05,23.0,2.22565e-05,3.92676e-05,12.0,32.0
2725,Walker,TX,50917,3.0,0.5891941787615138,2.4028249999999998e-05,12.0,1.58381e-05,3.20451e-05,4.0,18.0
2726,Waller,TX,23390,2.0,0.8550662676357418,3.24719e-05,7.0,2.08527e-05,4.3448e-05,2.0,12.0
2727,Ward,TX,13115,2.0,1.5249714067861229,3.904635e-05,5.0,2.56611e-05,5.27326e-05,1.0,9.0
2728,Washington,TX,26154,12.0,4.588208304657031,4.54875e-05,12.0,3.2465e-05,5.79896e-05,5.0,18.0
2729,Webb,TX,133239,17.0,1.2759027011610715,2.072005e-05,27.0,1.5526e-05,2.6644e-05,14.0,37.0
2730,Wharton,TX,39955,8.0,2.0022525341008635,3.325205e-05,13.0,2.33734e-05,4.38643e-05,6.0,20.0
2731,Wheeler,TX,5879,4.0,6.803878210580031,4.84599e-05,3.0,3.30994e-05,6.66405e-05,0.0,5.0
2732,Wichita,TX,122378,26.0,2.12456487277125,2.75241e-05,34.0,2.03245e-05,3.43042e-05,20.0,45.0
2733,Wilbarger,TX,15121,8.0,5.290655379935189,4.72758e-05,7.0,3.14452e-05,6.15088e-05,3.0,12.0
2734,Willacy,TX,17705,0.0,0.0,3.27278e-05,6.0,2.05504e-05,4.5143e-05,1.0,10.0
2735,Williamson,TX,139551,17.0,1.2181926320843277,2.00404e-05,28.0,1.49164e-05,2.58497e-05,17.0,39.0
2736,Wilson,TX,22650,1.0,0.4415011037527594,3.164685e-05,7.0,2.04451e-05,4.34091e-05,2.0,12.0
2737,Winkler,TX,8626,3.0,3.4778576396939487,4.4093149999999996e-05,4.0,2.93231e-05,6.02832e-05,1.0,7.0
2738,Wise,TX,34679,7.0,2.0185126445399235,3.4032499999999996e-05,12.0,2.34451e-05,4.42196e-05,5.0,18.0
2739,Wood,TX,29380,13.0,4.424778761061947,4.5027450000000005e-05,13.0,3.33574e-05,5.8109e-05,7.0,20.0
2740,Yoakum,TX,8786,0.0,0.0,3.78979e-05,3.0,2.38852e-05,5.27776e-05,0.0,6.0
2741,Young,TX,18126,7.0,3.861855897605649,4.31863e-05,8.0,3.02223e-05,5.68991e-05,3.0,13.0
2742,Zapata,TX,9279,2.0,2.15540467722815,4.11825e-05,4.0,2.74769e-05,5.61713e-05,1.0,7.0
2743,Zavala,TX,12162,3.0,2.46669955599408,4.07303e-05,5.0,2.76424e-05,5.65259e-05,0.0,8.0
2744,Beaver,UT,4765,2.0,4.197271773347325,4.54852e-05,2.0,2.90643e-05,6.13892e-05,0.0,4.0
2745,Box elder,UT,36485,0.0,0.0,2.454035e-05,9.0,1.56489e-05,3.38829e-05,3.0,14.0
2746,Cache,UT,70183,2.0,0.2849692945585113,1.88649e-05,13.0,1.26258e-05,2.59287e-05,5.0,20.0
2747,Carbon,UT,20228,5.0,2.471821237888076,3.890465e-05,8.0,2.66152e-05,5.30109e-05,3.0,13.0
2748,Daggett,UT,690,0.0,0.0,4.52245e-05,0.0,2.88997e-05,6.13408e-05,0.0,1.0
2749,Davis,UT,187941,17.0,0.9045391904906326,1.56873e-05,29.0,1.12214e-05,1.96057e-05,18.0,41.0
2750,Duchesne,UT,12645,0.0,0.0,3.553905e-05,4.0,2.32826e-05,4.92132e-05,1.0,8.0
2751,Emery,UT,10332,1.0,0.967866821525358,3.88475e-05,4.0,2.527e-05,5.29295e-05,1.0,7.0
2752,Garfield,UT,3980,1.0,2.512562814070352,4.38922e-05,2.0,2.78541e-05,5.95925e-05,0.0,4.0
2753,Grand,UT,6620,2.0,3.0211480362537766,4.352285e-05,3.0,2.92144e-05,5.94154e-05,0.0,5.0
2754,Iron,UT,20789,4.0,1.9240944730386265,3.6864400000000006e-05,7.0,2.45882e-05,4.91504e-05,2.0,12.0
2755,Juab,UT,5817,0.0,0.0,3.99869e-05,2.0,2.45069e-05,5.39627e-05,0.0,5.0
2756,Kane,UT,5169,0.0,0.0,4.0795449999999996e-05,2.0,2.51687e-05,5.51615e-05,0.0,4.0
2757,Millard,UT,11333,5.0,4.411894467484338,4.53672e-05,5.0,3.03276e-05,6.0192e-05,1.0,9.0
2758,Morgan,UT,5528,1.0,1.808972503617945,4.24001e-05,2.0,2.78641e-05,5.83881e-05,0.0,5.0
2759,Piute,UT,1277,0.0,0.0,4.46099e-05,0.0,2.87992e-05,6.19471e-05,0.0,2.0
2760,Rich,UT,1725,0.0,0.0,4.3989299999999996e-05,1.0,2.91096e-05,6.2019e-05,0.0,2.0
2761,Salt lake,UT,725956,0.0,0.0,2.54443e-06,18.0,1.60288e-06,3.4378e-06,8.0,27.0
2762,San juan,UT,12621,0.0,0.0,3.52899e-05,4.0,2.14194e-05,4.86115e-05,1.0,8.0
2763,Sanpete,UT,16259,6.0,3.690263853865551,4.306255e-05,7.0,2.92172e-05,5.66792e-05,2.0,11.0
2764,Sevier,UT,15431,1.0,0.648046140885231,3.54669e-05,5.0,2.39129e-05,4.79414e-05,1.0,9.0
2765,Summit,UT,15518,1.0,0.6444129398118315,3.54378e-05,5.0,2.32148e-05,4.8273e-05,1.0,9.0
2766,Tooele,UT,26601,6.0,2.255554302469832,3.6732250000000004e-05,10.0,2.50256e-05,4.78143e-05,3.0,15.0
2767,Uintah,UT,22211,6.0,2.7013641889154023,3.893905e-05,9.0,2.68675e-05,5.15111e-05,2.0,13.0
2768,Utah,UT,263590,20.0,0.7587541257255586,1.291285e-05,34.0,9.45537e-06,1.63619e-05,19.0,45.0
2769,Wasatch,UT,10089,1.0,0.9911785112498762,3.871745e-05,4.0,2.49299e-05,5.30967e-05,1.0,7.0
2770,Washington,UT,48560,9.0,1.85337726523888,3.12848e-05,15.0,2.15323e-05,4.06149e-05,7.0,22.0
2771,Wayne,UT,2177,1.0,4.593477262287552,4.558795e-05,1.0,3.04697e-05,6.3242e-05,0.0,2.0
2772,Weber,UT,158330,31.0,1.9579359565464536,2.50687e-05,40.0,2.00298e-05,3.16161e-05,25.0,52.0
2773,Addison,VT,32953,9.0,2.731162564865111,3.7285350000000004e-05,12.0,2.58225e-05,4.90365e-05,6.0,19.0
2774,Bennington,VT,35845,10.0,2.789789370902497,3.72572e-05,13.0,2.66021e-05,4.9181e-05,6.0,20.0
2775,Caledonia,VT,27846,4.0,1.436472024707319,3.338125e-05,9.0,2.26893e-05,4.50494e-05,4.0,15.0
2776,Chittenden,VT,131761,23.0,1.7455848088584636,2.4372499999999997e-05,32.0,1.86326e-05,3.09088e-05,19.0,43.0
2777,Essex,VT,6405,3.0,4.68384074941452,4.5437449999999996e-05,3.0,2.89465e-05,6.11891e-05,0.0,5.0
2778,Franklin,VT,39980,6.0,1.5007503751875937,3.0661900000000005e-05,12.0,2.13995e-05,4.06929e-05,6.0,19.0
2779,Grand isle,VT,5318,0.0,0.0,4.059175e-05,2.0,2.55721e-05,5.62757e-05,0.0,4.0
2780,Lamoille,VT,19735,5.0,2.5335697998479856,3.9017500000000004e-05,8.0,2.55395e-05,5.11208e-05,2.0,12.0
2781,Orange,VT,26149,9.0,3.4418142185169605,4.11686e-05,11.0,2.93262e-05,5.41207e-05,4.0,16.0
2782,Orleans,VT,24053,5.0,2.078742776368852,3.69569e-05,9.0,2.39068e-05,4.85135e-05,3.0,14.0
2783,Rutland,VT,62142,18.0,2.896591677126581,3.5628e-05,22.0,2.63273e-05,4.55168e-05,12.0,31.0
2784,Washington,VT,54928,21.0,3.823186717157006,4.156085e-05,22.0,2.99955e-05,5.15004e-05,13.0,32.0
2785,Windham,VT,41588,10.0,2.404539771087814,3.514e-05,14.0,2.44875e-05,4.55513e-05,6.0,21.0
2786,Windsor,VT,54055,10.0,1.8499676255665527,3.02645e-05,16.0,2.20308e-05,3.98834e-05,8.0,24.0
2787,Accomack,VA,31703,10.0,3.154275620603729,3.94666e-05,12.0,2.86166e-05,5.1597e-05,6.0,19.0
2788,Albemarle,VA,68040,6.0,0.8818342151675485,2.3024300000000002e-05,15.0,1.57948e-05,3.09175e-05,7.0,23.0
2789,Alleghany,VA,13176,2.0,1.5179113539769278,3.824035e-05,5.0,2.5183e-05,5.26888e-05,1.0,9.0
2790,Amelia,VA,8787,0.0,0.0,3.827885e-05,3.0,2.50366e-05,5.39901e-05,0.0,6.0
2791,Amherst,VA,28578,7.0,2.4494366295751977,3.71644e-05,11.0,2.56274e-05,4.86107e-05,4.0,16.0
2792,Appomattox,VA,12298,3.0,2.439421044072207,4.096345e-05,5.0,2.74567e-05,5.55585e-05,2.0,9.0
2793,Arlington,VA,170936,24.0,1.4040342584359058,2.040665e-05,35.0,1.54547e-05,2.55375e-05,21.0,47.0
2794,Augusta,VA,54677,6.0,1.0973535490242696,2.6179200000000002e-05,14.0,1.79638e-05,3.54819e-05,7.0,22.0
2795,Bath,VA,4799,1.0,2.083767451552407,4.286329999999999e-05,2.0,2.76571e-05,5.87355e-05,0.0,4.0
2796,Bedford,VA,45656,6.0,1.3141755738566672,2.90832e-05,13.0,1.98542e-05,3.83796e-05,6.0,20.0
2797,Bland,VA,6514,3.0,4.60546515198035,4.538735e-05,3.0,3.12764e-05,6.21934e-05,0.0,5.0
2798,Botetourt,VA,24992,4.0,1.6005121638924458,3.484405e-05,9.0,2.36708e-05,4.79174e-05,3.0,14.0
